genero,title,specs,price,id,developer,anio
Action,Mission: Wolf,"['Single-player', 'Steam Trading Cards']",0.99,718360,Dexion Games,2017
Strategy,Tic Tac Toe LOUNGE,"['Single-player', 'Local Multi-Player']",0.99,709550,piximo interactive,2017
Action,EVE Online: 12 Months Omega Time,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards']",131.4,695743,CCP,2017
Action,LINX BATTLE ARENA,"['Single-player', 'Multi-player', 'Online Multi-Player']",16.99,697370,Blueshift Media,2017
Action,CompliKATed,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",9.99,646460,Lite Microsystems,2017
Action,AstroShift,"['Single-player', 'Steam Achievements', 'Full controller support']",0.99,703250,WHITEROCK games,2017
Action,Dungeon Marathon,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,682590,Retro Army Limited,2017
Action,Fractured Space - Fleet Pack: All Current and Future Ships,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",49.99,711022,Edge Case Games Ltd.,2017
Action,Fractured Space - Ultimate Skins Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",99.99,711023,Edge Case Games Ltd.,2017
Action,Fractured Space - Starter Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",9.99,711020,Edge Case Games Ltd.,2017
Adventure,aMaze Achievements : forest,"['Single-player', 'Steam Achievements']",0.99,710450,bch waves,2017
Action,Fractured Space - Enhance Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",19.99,711021,Edge Case Games Ltd.,2017
Adventure,Fade Away,"['Single-player', 'Full controller support']",4.99,711720,Fade Away,2017
Action,Mutant Football League,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",24.99,529520,Digital Dreams Entertainment LLC,2017
Adventure,TERRAGEARTH,['Single-player'],7.99,710400,Denis Isakov,2017
Adventure,Flood: The Prequel,['Single-player'],9.99,680880,"God Inspired Games,Alkain Studios LLC",2017
Action,Microsoft Allegiance,"['Online Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",Free,700480,Microsoft Game Studios,2017
Action,Titus the Fox,['Single-player'],9.99,711230,Titus Interactive,1992
Simulation,8bit Invasion,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards']",0.99,717370,Dexion Games,2017
Adventure,Jewel of WonderLand,['Single-player'],3.99,716850,Myarcadegames Studios,2017
Adventure,C:\raft,['Single-player'],9.99,386710,Nicholas Hydock,2017
Action,We Were Here: Original Soundtrack,"['Single-player', 'Downloadable Content']",3.99,721410,Total Mayhem Games,2017
Adventure,The Norwood Suite - Original Soundtrack,"['Single-player', 'Downloadable Content']",4.99,716930,Cosmo D,2017
Adventure,Dungeons of Betrayal,"['Single-player', 'Full controller support']",4.99,402940,Darkelite Studio Inc,2017
Action,Arrow Heads - Soundtrack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",5.99,717620,Audio 4n6,2017
Action,Extreme Real Reality HD Remix,"['Single-player', 'Steam Achievements']",0.99,710480,Step Dad Productions,2014
Simulation,Castle Clicker : Building Tycoon,"['Single-player', 'Steam Achievements', 'In-App Purchases']",Free To Play,704040,Autotelic Games LLC,2017
Adventure,Dark Canvas: Blood and Stone Collector's Edition,['Single-player'],12.99,723910,Vast Studios,2017
Action,Achievement Hunter: Foxy,"['Single-player', 'Steam Achievements']",0.99,710330,putilin_industries,2017
Action,KEEPER-the hunter of insect,['Single-player'],1.99,717200,Danilo Valeite,2017
Action,Mecho Tales,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support']",19.99,714840,Arcade Distillery,2017
Action,Road Redemption - Concept Art and Videos,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",2.99,725880,"Pixel Dash Studios, EQ",2017
Action,River City Melee : Battle Royal Special,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,544630,Arc System Works,2017
Action,Galactic Crew,"['Single-player', 'Steam Achievements', 'Steam Cloud']",19.99,693750,Benjamin Rommel Games,2017
Action,Jetman Go,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",7.99,665120,Linkflag Studio,2017
Action,aMaze Achievements : darkness,"['Single-player', 'Steam Achievements']",0.99,710440,bch waves,2017
Adventure,Hoo-Boy,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",0.99,707870,Anatoly Konstantinov,2017
Action,ASSASSINATION STATION,"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",4.99,683430,Fabio Biancarelli,2017
Strategy,GALACTIC FIELD：Strategy Edition 银河领域：策略版,['Single-player'],8.99,711970,Two thousand and one entertainment studio,2017
Strategy,Business Tour. Starter Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']",4.99,716790,Creobit,2017
Simulation,The Power Factory,"['Single-player', 'Steam Cloud']",8.99,707860,Mathias,2017
Action,Resurgence: Earth United,"['Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements']",4.99,674250,Pixel by Pixel Studios Inc.,2017
Strategy,LOGistICAL: Chile,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",1.99,706390,Sacada,2017
Action,Cuphead - Official Soundtrack,"['Single-player', 'Downloadable Content']",9.99,704710,StudioMDHR Entertainment Inc.,2017
Action,The Great Wobo Escape,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats']",3.99,564480,gamifi.cc games,2017
Action,Cuphead,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,268910,StudioMDHR Entertainment Inc.,2017
Adventure,Eared Hero,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,715980,Vyacheslav Shilikhin,2017
Adventure,Lost Shipwreck,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",14.99,696250,Blueplant Entertainment,2017
Action,Cuco,"['Single-player', 'Steam Achievements', 'Full controller support']",0.99,715720,Yah_Shi,2017
Strategy,Throne of Lies® The Online Game of Deceit,"['Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'In-App Purchases']",9.99,595280,"Imperium42® Game Studio,Dylan ""Xblade"" Hunt,Elsa ""FieryElsa"" Hunt,Boslof,Arnoldas ""Arnenzo"" Jegorovas,Adityaraj ""Adiart"" Jain,Mel ""Xed"" Kim,Stephen ""Teahacker"" Wise,Dan ""ISWThunder"" Holzhauer",2017
Action,BRKÖUT,"['Single-player', 'Partial Controller Support']",2.99,616690,"Fisher Wagg,Simon Wagg,Aaron Taylor",2017
Adventure,Labyrinths of the World: Forbidden Muse Collector's Edition,"['Single-player', 'Steam Achievements']",12.99,695980,Domini Games,2017
Adventure,Arkaia: The Enigmatic Isle,"['Single-player', 'Steam Achievements']",1.99,619010,Painted Sky Studios,2017
Action,Bermuda - Lost Survival,['Single-player'],14.99,654690,NIGHTBOX,2017
Strategy,Hexlide,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",4.99,684170,Tooth Decay Entertainment,2017
Action,CANARI,"['Single-player', 'Full controller support', 'Captions available']",4.99,672010,PixelBot Games,2017
Action,Lance A Lot: Enhanced Edition,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",9.99,684530,Rocket Hammer,2017
Adventure,Pale Spectrum - Part Two of the Book of Gray Magic,['Single-player'],16.99,554180,Ithaqua Labs,2017
Action,Sponchies,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,593670,TrerPlay,2017
Action,Hare,['Single-player'],0.99,681290,"Zelun,Tio_jolo",2017
Adventure,Legend of Hand,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,595560,Cloak and Dagger Games,2017
Adventure,Legend of Hand - Collector's Extras,"['Single-player', 'Downloadable Content']",0.99,714830,Cloak and Dagger Games,2017
Adventure,Legend of Hand - Soundtrack,"['Single-player', 'Downloadable Content']",0.99,714831,Cloak and Dagger Games,2017
Action,Cheap Golf,"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Includes level editor']",3.99,616520,SUSAN.,2017
Action,Senko no Ronde 2 - Voice Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Free,723320,G.rev Ltd.,2017
Adventure,Brilliant Shadows - Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",Free,435370,Ithaqua Labs,2017
Adventure,Descent: Road to Legend - Trials of Frostgate,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'In-App Purchases', 'Steam Cloud']",4.99,712330,Fantasy Flight Games,2017
Action,Senko no Ronde 2 - Rounder Karel,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",Free,698224,G.rev Ltd.,2017
Action,Senko no Ronde 2 - Rounder Lili,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",Free,698223,G.rev Ltd.,2017
Action,Hentai - Soundtrack Of The Year (SOTY),"['Single-player', 'Downloadable Content', 'Steam Achievements']",0.99,723200,PinkySwear,2017
Adventure,Fish's Trip,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",0.99,701960,André Bertaglia,2017
Simulation,Twickles,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",6.99,695110,Neox Studios,2017
Strategy,Harald: A Game of Influence,"['Single-player', 'Online Multi-Player']",4.99,648340,3DDUO,2017
Action,Low Desert Punk,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",0.99,709400,Outlaw,2017
Action,Rainbow Step,"['Single-player', 'Full controller support']",2.99,690400,AMG GAMES,2017
Adventure,Bai Qu - Digital Artbook,"['Single-player', 'Downloadable Content', 'Commentary available']",0.99,696620,Magenta Factory,2017
Action,Kritika Online,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",44.98,439350,ALLM,2017
Action,Kritika Online: Free Elite Player's Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases']",Free,717030,ALLM,2017
Action,Kritika Online: Elite Starter Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases']",14.99,717031,ALLM,2017
Action,Kritika Online: Elite Costume Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases']",29.99,717032,ALLM,2017
Simulation,Train Simulator: Gatwick Express BR Class 460 'Juniper' EMU Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",19.99,562373,Master Key Simulations,2017
Action,Cyberoque,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",4.99,688370,Dnovel,2017
Action,Total War: WARHAMMER II,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']",59.99,594570,Creative Assembly,2017
Simulation,World of Guns: US Army Guns Pack #1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']",9.99,724020,Noble Empire Corp.,2017
Strategy,战术狂想1(Chimera of Tactics 1),['Single-player'],0.99,706920,自由愉悦小黄猫(Free pleasure little yellow cat),2017
Action,Woodlands,['Single-player'],9.99,646100,"Acuze Interactives,Winterbyte",2017
Action,Glitch Simulator OST (Soundtrack),"['Single-player', 'Downloadable Content']",Free,702840,BunchOD00dz,2017
Action,Iron Knight,"['Single-player', 'Steam Trading Cards']",1.99,714670,Vyacheslav Shilikhin,2017
Action,Glitch Simulator 2018,['Single-player'],2.99,702090,BunchOD00dz,2017
Simulation,The Guild 3,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",29.99,311260,GolemLabs,2017
Action,EVE: Valkyrie – Warzone x11 Gold Capsule,"['Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,708522,CCP,2017
Action,Hob,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,404680,Runic Games,2017
Action,Hob Official Soundtrack (FLAC+MP3),"['Downloadable Content', 'Full controller support']",9.99,719530,Runic Games,2017
Action,Project Nimbus,"['Single-player', 'Partial Controller Support']",19.99,257030,GameCrafterTeam,2017
Action,RAID: World War II,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",39.99,414740,Lion game Lion,2017
Action,RAID: World War II Special Edition Upgrade,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support']",24.99,707080,Lion Game Lion,2017
Action,Crazy Mob,"['Single-player', 'Steam Achievements']",3.99,709890,CoolGameZ,2017
Adventure,The Surprising Adventures of Munchausen,['Single-player'],8.99,696710,Dikobraz Games,2017
Action,"Cook, Serve, Delicious! 2!! Original Soundtrack","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",4.99,713690,Vertigo Gaming Inc.,2017
Action,RAID: World War II Soundtrack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",9.99,720860,Lion game Lion,2017
Strategy,Fantasy Grounds - Chaotic Creatures (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,722740,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Lost Library of Thoth (5E),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",5.99,710000,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Tome of Beasts Pack 1 (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",7.99,722690,"SmiteWorks USA, LLC",2017
Simulation,Rocksmith® 2014 Edition – Remastered – Rockin’ Covers Song Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,637743,Ubisoft - San Francisco,2017
Strategy,Fantasy Grounds - Pathfinder Iconic Portrait Pack (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",Free,717100,"SmiteWorks USA, LLC",2017
Simulation,Rocksmith® 2014 Edition – Remastered – Goldfinger - “99 Red Balloons”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,637744,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Seether - “Careless Whisper”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,637746,Ubisoft - San Francisco,2017
