genero,title,specs,price,id,developer,anio,playtime_forever
Action,Hover,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",19.99,280180,"Midgar Studio,Fusty Game",2017,25578
Strategy,Ancient Go,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support']",4.99,468160,Hart Laboratories LLC,2017,11
Action,Flying Tigers: Shadows Over China,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",15.99,365810,ACE MADDOX,2017,20989
Simulation,Life is Feudal: Forest Village,"['Single-player', 'Steam Workshop', 'Steam Cloud']",24.99,496460,Mindillusion,2017,4776
Action,Planet Nomads,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,504050,Craneballs,2017,350
Action,Dead Realm,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,352460,Section Studios,2015,203900
Action,Caveblazers,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,452060,Rupeck Games,2017,3551
Simulation,Block'hood,"['Single-player', 'Steam Achievements']",14.99,416210,Plethora-Project LLC,2017,9049
Action,Survival Zombies The Inverted Evolution,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",4.99,440730,Racing Bros,2017,2244
Adventure,Pinstripe,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,331480,Thomas Brush,2017,368
Action,Games of Glory,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",0,342150,Lightbulb Crew,2017,2959
Action,Sniper Ghost Warrior 3,"['Single-player', 'Partial Controller Support']",49.99,368070,CI Games,2017,0
Action,Man O' War: Corsair - Warhammer Naval Battles,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,344240,Evil Twin Artworks,2017,6793
Action,Orcs Must Die! Unchained,"['Single-player', 'Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",Free to Play,427270,Robot Entertainment,2017,460895
Action,ONRAID,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",0,511800,Pragmatix Ltd,2017,13
Action,Shiness: The Lightning Kingdom,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,366640,Enigami,2017,0
Action,Tuebor: I Will Defend,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats']",24.99,521330,"Strength in Numbers Studios, Inc",2017,0
Action,Crawl,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,293780,Powerhoof,2017,103323
Adventure,Voxelized,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,344040,Lord Kres,2015,54502
Simulation,Store Manager: Cellular Edition,"['Single-player', 'Steam Cloud']",6.99,420910,Vue Simulations,2017,203
Adventure,The Great Whale Road,"['Single-player', 'Steam Trading Cards']",19.99,464830,Sunburned Games,2017,980
Strategy,Battle Brothers,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,365360,Overhype Studios,2017,84667
Simulation,Factory Engineer,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",9.99,514290,Mind Leak,2017,0
Action,BUCK: Saturday Morning Cartoon Apocalypse,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",9.99,443890,Wave Interactive,2017,0
Adventure,Kona,"['Single-player', 'Steam Achievements', 'Full controller support']",19.99,365160,Parabole,2017,1786
Action,Moribund,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,500790,Traptics,2017,58
Action,28 Waves Later,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,444290,Dagestan Technology,2017,0
Action,Tacopocalypse,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,416530,Cherry Pie Games,2017,3180
Strategy,Faeria,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,397060,Abrakam SA,2017,90815
Action,Under Zero,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",3.99,454930,Dagestan Technology,2016,11316
Adventure,Torment: Tides of Numenera,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",44.99,272270,inXile Entertainment,2016,3562
Strategy,Z. Year One,['Single-player'],14.99,430930,Downward Viral,2017,9
Action,Star Merc,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",1.99,485830,D247 Games,2017,1019
Simulation,"DvDrum, Ultimate Drum Simulator!","['Single-player', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,385130,DarkTigerDevelop,2017,0
Action,Invisigun Heroes,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,375750,Sombr Studio,2017,0
Adventure,Max's Big Bust - A Captain Nekorai Tale,"['Single-player', 'Steam Trading Cards']",29.99,416360,Lached Up Games,2017,8921
Action,GIGA WRECKER,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",19.99,454410,GAME FREAK inc.,2017,1224
Simulation,Sovereignty: Crown of Kings,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",24.99,312430,"Gothic Labs,The Lordz Games Studio",2017,6275
Simulation,Youtubers Life,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,428690,U-Play Online,2016,290018
Action,Poi,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,401810,PolyKid,2017,5491
Action,Line of Sight,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats']",0,436520,BlackSpot Entertainment,2017,4140
Action,GoatPunks,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,425450,Alberto Santiago,2017,2
Strategy,Tactical Genius Online,"['Single-player', 'Multi-player']",Free to Play,377150,Pixeltales.ru,2017,391
Adventure,Bulby - Diamond Course,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",2.99,461390,Rafael Senne,2017,0
Action,Lift It,"['Single-player', 'Multi-player', 'Steam Trading Cards']",4.99,402220,89AM Studio,2017,16143
Action,Hive Jump,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",19.99,295670,Graphite Lab,2017,222
Adventure,Torn Tales,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,388960,Twistplay,2017,0
Action,Barbara-ian,"['Single-player', 'Partial Controller Support']",5.99,380860,Owlbear,2017,293
Action,Project RPG,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",2.99,455710,Acuze Interactives,2017,0
Racing,Cranks and Goggles,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",6.99,451990,Play Native Entertainment,2016,5
Action,Guardians of Orion,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Stats']",0.99,407840,"Trek Industries, Inc",2015,100758
Adventure,ASTRONEER,"['Single-player', 'Online Co-op', 'Full controller support']",19.99,361420,System Era Softworks,2016,0
Action,Castle Torgeath: Descent into Darkness,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",7.99,431870,Dungeoneering Studios,2016,0
Action,Drift Into Eternity,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,431830,We Are Bots,2016,221
Adventure,Epic Manager - Create Your Own Adventuring Agency!,['Single-player'],17.99,391280,ManaVoid Entertainment Inc.,2016,1842
Action,TY the Tasmanian Tiger,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,411960,Krome Studios,2016,26087
Simulation,Prominence Poker,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,384180,Pipeworks Studio,2016,41040
Simulation,LogicBots,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,290020,Incandescent Games,2017,2331
Simulation,Stellar Monarch,"['Single-player', 'Steam Trading Cards']",19.99,446000,Silver Lemur Games,2016,67
Adventure,Ahnayro: The Dream World,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,449730,Alice &amp; Smith,2016,745
Strategy,Shattered Throne,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Turn Notifications', 'Includes level editor']",9.99,469710,Checkmark Games,2016,0
Action,Eon Altar,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,382050,Flying Helmet Games,2016,2512
Action,Call to Arms,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Free to Play,302670,Digitalmindsoft,2016,110062
Action,DesertLand 2115,"['Multi-player', 'Online Multi-Player']",4.99,406280,FutureVisionsGames,2016,0
Action,Disgraced,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,485360,Corrosive Studios LLC,2016,351
Simulation,Planet Coaster,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",44.99,493340,Frontier Developments,2016,0
Action,Shepherds of the Abyss,"['Single-player', 'Multi-player', 'Online Multi-Player']",9.99,438300,Impulse Games,2016,46
Adventure,The Eyes of Ara,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,454250,100 Stones Interactive,2016,762
Action,Satellite Rush,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",4.99,429350,Kimeric Labs,2016,197
Action,Kopanito All-Stars Soccer,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,399820,Merixgames,2016,3850
Strategy,Screeps,"['Single-player', 'Online Multi-Player', 'MMO', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards']",14.99,464350,Screeps,2016,34185
Simulation,RollerCoaster Tycoon World™,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",14.99,282560,Nvizzio Creations,2016,15698
Simulation,LuckCatchers,"['MMO', 'In-App Purchases']",0,454540,DiP Online,2016,6709
Action,CLASH,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",0,416040,Ultima Games,2016,0
Action,Mekazoo,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,390330,The Good Mood Creators,2016,5
Action,Mortos,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",2.99,377980,Cargiolli Luciano,2016,1180
Strategy,One Tower,"['Multi-player', 'Online Multi-Player', 'In-App Purchases']",0,463250,SkyReacher Entertainment,2016,36
Simulation,European Ship Simulator,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,299250,Excalibur,2016,4386
Simulation,World Ship Simulator,['Single-player'],19.99,403980,Odin Game Studio,2016,202
Action,Dead Age,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,363930,Silent Dreams,2016,2212
Action,Zero G Arena,"['Online Multi-Player', 'Cross-Platform Multiplayer']",5.99,467820,Jonathan Wood,2016,9682
Strategy,Megalo Polis,"['Single-player', 'Steam Achievements']",9.99,434870,Black Sheep studio,2016,45
Action,The Ship: Remasted,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']",19.99,383790,Blazing Griffin,2016,8006
Strategy,Blight of the Immortals,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",0,494220,Iron Helmet Games,2016,171
Action,Blackfaun,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",14.99,409460,Wild Guess Software,2016,376
Racing,Wacky Wheels HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",9.99,422590,Ferocity 2D,2016,0
Action,Project Hovercraft,"['Multi-player', 'Online Multi-Player']",14.99,497490,Allusio,2016,60
Action,AdventureQuest 3D,"['Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",0,429790,"Artix Entertainment, LLC",2016,35031
Action,Magical Brickout,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,384940,Cunning Force Games,2016,0
Action,9th Dawn II,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",1.99,279070,Valorware,2016,0
Action,NUKED KNIGHT,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Commentary available']",4.99,448250,Nuked Games,2016,8080
Simulation,Physic Monster,"['Single-player', 'Steam Trading Cards']",1.99,473730,MegawattsCo,2016,0
Action,Switch 'N' Shoot,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",2.99,498470,Matt Glanville,2016,194
Action,WARSHIFT,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards']",12.99,392580,Cyril Megem,2016,3209
Action,Shadow Warrior 2,"['Single-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,324800,Flying Wild Hog,2016,0
Action,Duke Nukem 3D: 20th Anniversary World Tour,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']",19.99,434050,"Nerve Software, Gearbox Software, LLC",2016,0
Action,Project Genom,"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,389040,NeuronHaze,2016,1085
Action,Clockwork,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",9.99,509210,Gamesoft,2016,18
Adventure,Major\Minor,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,417990,Tall Tail Studios,2016,172508
Strategy,Powargrid,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']",9.99,453130,Wee Free Studio,2016,1
Action,Noob Squad,"['Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",0.99,496550,Antonio Renna,2016,3428
